0.000000000000000000e+00 6.051406778552113508e+00 -7.947700146946323763e-01
0.000000000000000000e+00 6.051406778552113508e+00 -7.947700146946323763e-01
0.000000000000000000e+00 7.389966803300969111e+00 -1.171240021655247654e+00
0.000000000000000000e+00 7.389966803300969111e+00 -1.171240021655247654e+00
0.000000000000000000e+00 2.230933374581424822e+00 -2.426140044857298950e+00
0.000000000000000000e+00 2.230933374581424822e+00 -2.426140044857298950e+00
0.000000000000000000e+00 3.736813402423885933e+00 -1.728973365300603859e+00
0.000000000000000000e+00 3.736813402423885933e+00 -1.728973365300603859e+00
0.000000000000000000e+00 5.577333436453561610e+00 -2.244876708172558022e+00
0.000000000000000000e+00 5.577333436453561610e+00 -2.244876708172558022e+00
0.000000000000000000e+00 7.013496796340352724e+00 -2.802610051817914449e+00
0.000000000000000000e+00 7.013496796340352724e+00 -2.802610051817914449e+00
0.000000000000000000e+00 8.366000154680341083e+00 -3.137250058005128128e+00
0.000000000000000000e+00 8.366000154680341083e+00 -3.137250058005128128e+00
0.000000000000000000e+00 2.565573380768638057e+00 -4.573413417891919686e+00
0.000000000000000000e+00 2.565573380768638057e+00 -4.573413417891919686e+00
0.000000000000000000e+00 4.113283409384501432e+00 -3.932020072699760505e+00
0.000000000000000000e+00 4.113283409384501432e+00 -3.932020072699760505e+00
0.000000000000000000e+00 5.577333436453561610e+00 -3.597380066512547270e+00
0.000000000000000000e+00 5.577333436453561610e+00 -3.597380066512547270e+00
0.000000000000000000e+00 4.433980081980581467e+00 -5.633106770818096187e+00
0.000000000000000000e+00 4.433980081980581467e+00 -5.633106770818096187e+00
0.000000000000000000e+00 5.898030109049640757e+00 -4.963826758443669718e+00
0.000000000000000000e+00 5.898030109049640757e+00 -4.963826758443669718e+00
0.000000000000000000e+00 7.585173473576843683e+00 -5.437900100542221615e+00
0.000000000000000000e+00 7.585173473576843683e+00 -5.437900100542221615e+00
0.000000000000000000e+00 2.035726704305549806e+00 -6.748573458108809042e+00
0.000000000000000000e+00 2.035726704305549806e+00 -6.748573458108809042e+00
0.000000000000000000e+00 3.430060063418940430e+00 -7.808266811034985544e+00
0.000000000000000000e+00 3.430060063418940430e+00 -7.808266811034985544e+00
0.000000000000000000e+00 4.684960086620990616e+00 -7.668833475123646437e+00
0.000000000000000000e+00 4.684960086620990616e+00 -7.668833475123646437e+00
0.000000000000000000e+00 6.023520111369846219e+00 -6.706743457335407221e+00
0.000000000000000000e+00 6.023520111369846219e+00 -6.706743457335407221e+00
0.000000000000000000e+00 8.282340153133539218e+00 -7.111100131478290010e+00
0.000000000000000000e+00 8.282340153133539218e+00 -7.111100131478290010e+00
